student_alias,class_alias,week_offset,dow,time_kst,record_type,source_type,correct,duration_sec,passage_word_count,area_tag,subject_track,type_tag,item_format,assignment_title_text
st_04,cl_a1,6,3,22:40,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,6주차 과제
st_04,cl_a1,6,6,21:00,SUBMIT,MANUAL,,,,,,,,6주차 과제 제출
st_04,cl_a1,7,0,19:10,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,1,19:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,7주차 과제
st_04,cl_a1,7,2,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,3,20:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,7주차 과제
st_04,cl_a1,7,4,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,0,21:40,SOLVE,MANUAL,true,170,800,speech_writing,elective,apply,mcq,7주차 과제
st_04,cl_a1,7,1,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,2,22:40,SOLVE,MANUAL,true,170,800,reading,common,fact,mcq,7주차 과제
st_04,cl_a1,7,3,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,4,19:40,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,0,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,1,20:40,SOLVE,MANUAL,true,170,800,language,elective,concept,mcq,7주차 과제
st_04,cl_a1,7,2,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,3,21:40,SOLVE,MANUAL,true,170,800,media,elective,critic,mcq,7주차 과제
st_04,cl_a1,7,4,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,0,22:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,7주차 과제
st_04,cl_a1,7,1,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,2,19:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,7주차 과제
st_04,cl_a1,7,3,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,4,20:40,SOLVE,MANUAL,false,170,800,speech_writing,elective,apply,mcq,7주차 과제
st_04,cl_a1,7,0,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,1,21:40,SOLVE,MANUAL,false,170,800,reading,common,fact,mcq,7주차 과제
st_04,cl_a1,7,2,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,3,22:40,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,7주차 과제
st_04,cl_a1,7,6,21:00,SUBMIT,MANUAL,,,,,,,,7주차 과제 제출
st_04,cl_a1,8,0,19:10,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,1,19:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,8주차 과제
st_04,cl_a1,8,2,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,3,20:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,8주차 과제
st_04,cl_a1,8,4,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,0,21:40,SOLVE,MANUAL,true,170,800,speech_writing,elective,apply,mcq,8주차 과제
st_04,cl_a1,8,1,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,2,22:40,SOLVE,MANUAL,true,170,800,reading,common,fact,mcq,8주차 과제
st_04,cl_a1,8,3,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,4,19:40,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,0,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,1,20:40,SOLVE,MANUAL,true,170,800,language,elective,concept,mcq,8주차 과제
st_04,cl_a1,8,2,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,3,21:40,SOLVE,MANUAL,true,170,800,media,elective,critic,mcq,8주차 과제
st_04,cl_a1,8,4,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,0,22:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,8주차 과제
st_04,cl_a1,8,1,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,2,19:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,8주차 과제
st_04,cl_a1,8,3,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,4,20:40,SOLVE,MANUAL,false,170,800,speech_writing,elective,apply,mcq,8주차 과제
st_04,cl_a1,8,0,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,1,21:40,SOLVE,MANUAL,false,170,800,reading,common,fact,mcq,8주차 과제
st_04,cl_a1,8,2,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,3,22:40,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,8주차 과제
st_04,cl_a1,8,6,21:00,SUBMIT,MANUAL,,,,,,,,8주차 과제 제출
st_04,cl_a1,9,0,19:10,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,1,19:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,9주차 과제
st_04,cl_a1,9,2,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,3,20:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,9주차 과제
st_04,cl_a1,9,4,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,0,21:40,SOLVE,MANUAL,true,170,800,speech_writing,elective,apply,mcq,9주차 과제
st_04,cl_a1,9,1,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,2,22:40,SOLVE,MANUAL,true,170,800,reading,common,fact,mcq,9주차 과제
st_04,cl_a1,9,3,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,4,19:40,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,0,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,1,20:40,SOLVE,MANUAL,true,170,800,language,elective,concept,mcq,9주차 과제
st_04,cl_a1,9,2,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,3,21:40,SOLVE,MANUAL,true,170,800,media,elective,critic,mcq,9주차 과제
st_04,cl_a1,9,4,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,0,22:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,9주차 과제
st_04,cl_a1,9,1,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,2,19:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,9주차 과제
st_04,cl_a1,9,3,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,4,20:40,SOLVE,MANUAL,false,170,800,speech_writing,elective,apply,mcq,9주차 과제
st_04,cl_a1,9,0,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,1,21:40,SOLVE,MANUAL,false,170,800,reading,common,fact,mcq,9주차 과제
st_04,cl_a1,9,2,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,3,22:40,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,9주차 과제
st_04,cl_a1,9,6,21:00,SUBMIT,MANUAL,,,,,,,,9주차 과제 제출
st_04,cl_a1,10,0,19:10,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,1,19:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,10주차 과제
st_04,cl_a1,10,2,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,3,20:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,10주차 과제
st_04,cl_a1,10,4,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,0,21:40,SOLVE,MANUAL,true,170,800,speech_writing,elective,apply,mcq,10주차 과제
st_04,cl_a1,10,1,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,2,22:40,SOLVE,MANUAL,true,170,800,reading,common,fact,mcq,10주차 과제
st_04,cl_a1,10,3,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,4,19:40,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,0,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,1,20:40,SOLVE,MANUAL,true,170,800,language,elective,concept,mcq,10주차 과제
st_04,cl_a1,10,2,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,3,21:40,SOLVE,MANUAL,true,170,800,media,elective,critic,mcq,10주차 과제
st_04,cl_a1,10,4,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,0,22:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,10주차 과제
st_04,cl_a1,10,1,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,2,19:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,10주차 과제
st_04,cl_a1,10,3,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,4,20:40,SOLVE,MANUAL,false,170,800,speech_writing,elective,apply,mcq,10주차 과제
st_04,cl_a1,10,0,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,1,21:40,SOLVE,MANUAL,false,170,800,reading,common,fact,mcq,10주차 과제
st_04,cl_a1,10,2,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,3,22:40,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,10주차 과제
st_04,cl_a1,10,6,21:00,SUBMIT,MANUAL,,,,,,,,10주차 과제 제출
st_04,cl_a1,11,0,19:10,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,1,19:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,11주차 과제
st_04,cl_a1,11,2,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,3,20:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,11주차 과제
st_04,cl_a1,11,4,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,0,21:40,SOLVE,MANUAL,true,170,800,speech_writing,elective,apply,mcq,11주차 과제
st_04,cl_a1,11,1,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,2,22:40,SOLVE,MANUAL,true,170,800,reading,common,fact,mcq,11주차 과제
st_04,cl_a1,11,3,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,4,19:40,SOLVE,MANUAL,true,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,0,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,1,20:40,SOLVE,MANUAL,true,170,800,language,elective,concept,mcq,11주차 과제
st_04,cl_a1,11,2,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,3,21:40,SOLVE,MANUAL,true,170,800,media,elective,critic,mcq,11주차 과제
st_04,cl_a1,11,4,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,0,22:40,SOLVE,MANUAL,true,170,800,reading,common,infer,mcq,11주차 과제
st_04,cl_a1,11,1,19:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,2,19:40,SOLVE,MANUAL,true,170,800,literature,common,critic,mcq,11주차 과제
st_04,cl_a1,11,3,20:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,4,20:40,SOLVE,MANUAL,false,170,800,speech_writing,elective,apply,mcq,11주차 과제
st_04,cl_a1,11,0,21:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,1,21:40,SOLVE,MANUAL,false,170,800,reading,common,fact,mcq,11주차 과제
st_04,cl_a1,11,2,22:10,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,3,22:40,SOLVE,MANUAL,false,170,800,literature,common,infer,mcq,11주차 과제
st_04,cl_a1,11,6,21:00,SUBMIT,MANUAL,,,,,,,,11주차 과제 제출
st_05,cl_a1,0,0,19:10,SOLVE,MANUAL,true,340,800,reading,common,fact,mcq,0주차 과제
st_05,cl_a1,0,1,19:40,SOLVE,MANUAL,true,340,800,reading,common,infer,mcq,0주차 과제
st_05,cl_a1,0,2,20:10,SOLVE,MANUAL,true,340,800,literature,common,infer,mcq,0주차 과제
st_05,cl_a1,0,3,20:40,SOLVE,MANUAL,true,340,800,literature,common,critic,mcq,0주차 과제
st_05,cl_a1,0,4,21:10,SOLVE,MANUAL,true,340,800,language,elective,concept,mcq,0주차 과제
st_05,cl_a1,0,0,21:40,SOLVE,MANUAL,true,340,800,speech_writing,elective,apply,mcq,0주차 과제
st_05,cl_a1,0,1,22:10,SOLVE,MANUAL,true,340,800,media,elective,critic,mcq,0주차 과제
st_05,cl_a1,0,2,22:40,SOLVE,MANUAL,false,340,800,reading,common,fact,mcq,0주차 과제
st_05,cl_a1,0,6,21:00,SUBMIT,MANUAL,,,,,,,,0주차 과제 제출
st_05,cl_a1,1,0,19:10,SOLVE,MANUAL,true,300,800,reading,common,fact,mcq,1주차 과제
st_05,cl_a1,1,1,19:40,SOLVE,MANUAL,true,300,800,reading,common,infer,mcq,1주차 과제
st_05,cl_a1,1,2,20:10,SOLVE,MANUAL,true,300,800,literature,common,infer,mcq,1주차 과제
st_05,cl_a1,1,3,20:40,SOLVE,MANUAL,true,300,800,literature,common,critic,mcq,1주차 과제
st_05,cl_a1,1,4,21:10,SOLVE,MANUAL,true,300,800,language,elective,concept,mcq,1주차 과제
st_05,cl_a1,1,0,21:40,SOLVE,MANUAL,true,300,800,speech_writing,elective,apply,mcq,1주차 과제
st_05,cl_a1,1,1,22:10,SOLVE,MANUAL,true,300,800,media,elective,critic,mcq,1주차 과제
st_05,cl_a1,1,2,22:40,SOLVE,MANUAL,false,300,800,reading,common,fact,mcq,1주차 과제
st_05,cl_a1,1,6,21:00,SUBMIT,MANUAL,,,,,,,,1주차 과제 제출
st_05,cl_a1,2,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,2주차 과제
st_05,cl_a1,2,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,2주차 과제
st_05,cl_a1,2,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,2주차 과제
st_05,cl_a1,2,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,2주차 과제
st_05,cl_a1,2,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,2주차 과제
st_05,cl_a1,2,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,2주차 과제
st_05,cl_a1,2,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,2주차 과제
st_05,cl_a1,2,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,2주차 과제
st_05,cl_a1,2,6,21:00,SUBMIT,MANUAL,,,,,,,,2주차 과제 제출
st_05,cl_a1,3,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,3주차 과제
st_05,cl_a1,3,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,3주차 과제
st_05,cl_a1,3,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,3주차 과제
st_05,cl_a1,3,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,3주차 과제
st_05,cl_a1,3,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,3주차 과제
st_05,cl_a1,3,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,3주차 과제
st_05,cl_a1,3,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,3주차 과제
st_05,cl_a1,3,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,3주차 과제
st_05,cl_a1,3,6,21:00,SUBMIT,MANUAL,,,,,,,,3주차 과제 제출
st_05,cl_a1,4,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,4주차 과제
st_05,cl_a1,4,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,4주차 과제
st_05,cl_a1,4,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,4주차 과제
st_05,cl_a1,4,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,4주차 과제
st_05,cl_a1,4,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,4주차 과제
st_05,cl_a1,4,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,4주차 과제
st_05,cl_a1,4,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,4주차 과제
st_05,cl_a1,4,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,4주차 과제
st_05,cl_a1,4,6,21:00,SUBMIT,MANUAL,,,,,,,,4주차 과제 제출
st_05,cl_a1,5,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,5주차 과제
st_05,cl_a1,5,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,5주차 과제
st_05,cl_a1,5,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,5주차 과제
st_05,cl_a1,5,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,5주차 과제
st_05,cl_a1,5,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,5주차 과제
st_05,cl_a1,5,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,5주차 과제
st_05,cl_a1,5,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,5주차 과제
st_05,cl_a1,5,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,5주차 과제
st_05,cl_a1,5,6,21:00,SUBMIT,MANUAL,,,,,,,,5주차 과제 제출
st_05,cl_a1,6,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,6주차 과제
st_05,cl_a1,6,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,6주차 과제
st_05,cl_a1,6,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,6주차 과제
st_05,cl_a1,6,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,6주차 과제
st_05,cl_a1,6,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,6주차 과제
st_05,cl_a1,6,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,6주차 과제
st_05,cl_a1,6,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,6주차 과제
st_05,cl_a1,6,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,6주차 과제
st_05,cl_a1,6,6,21:00,SUBMIT,MANUAL,,,,,,,,6주차 과제 제출
st_05,cl_a1,7,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,7주차 과제
st_05,cl_a1,7,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,7주차 과제
st_05,cl_a1,7,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,7주차 과제
st_05,cl_a1,7,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,7주차 과제
st_05,cl_a1,7,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,7주차 과제
st_05,cl_a1,7,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,7주차 과제
st_05,cl_a1,7,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,7주차 과제
st_05,cl_a1,7,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,7주차 과제
st_05,cl_a1,7,6,21:00,SUBMIT,MANUAL,,,,,,,,7주차 과제 제출
st_05,cl_a1,8,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,8주차 과제
st_05,cl_a1,8,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,8주차 과제
st_05,cl_a1,8,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,8주차 과제
st_05,cl_a1,8,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,8주차 과제
st_05,cl_a1,8,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,8주차 과제
st_05,cl_a1,8,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,8주차 과제
st_05,cl_a1,8,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,8주차 과제
st_05,cl_a1,8,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,8주차 과제
st_05,cl_a1,8,6,21:00,SUBMIT,MANUAL,,,,,,,,8주차 과제 제출
st_05,cl_a1,9,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,9주차 과제
st_05,cl_a1,9,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,9주차 과제
st_05,cl_a1,9,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,9주차 과제
st_05,cl_a1,9,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,9주차 과제
st_05,cl_a1,9,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,9주차 과제
st_05,cl_a1,9,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,9주차 과제
st_05,cl_a1,9,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,9주차 과제
st_05,cl_a1,9,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,9주차 과제
st_05,cl_a1,9,6,21:00,SUBMIT,MANUAL,,,,,,,,9주차 과제 제출
st_05,cl_a1,10,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,10주차 과제
st_05,cl_a1,10,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,10주차 과제
st_05,cl_a1,10,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,10주차 과제
st_05,cl_a1,10,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,10주차 과제
st_05,cl_a1,10,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,10주차 과제
st_05,cl_a1,10,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,10주차 과제
st_05,cl_a1,10,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,10주차 과제
st_05,cl_a1,10,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,10주차 과제
st_05,cl_a1,10,6,21:00,SUBMIT,MANUAL,,,,,,,,10주차 과제 제출
st_05,cl_a1,11,0,19:10,SOLVE,MANUAL,true,180,800,reading,common,fact,mcq,11주차 과제
st_05,cl_a1,11,1,19:40,SOLVE,MANUAL,true,180,800,reading,common,infer,mcq,11주차 과제
st_05,cl_a1,11,2,20:10,SOLVE,MANUAL,true,180,800,literature,common,infer,mcq,11주차 과제
st_05,cl_a1,11,3,20:40,SOLVE,MANUAL,true,180,800,literature,common,critic,mcq,11주차 과제
st_05,cl_a1,11,4,21:10,SOLVE,MANUAL,true,180,800,language,elective,concept,mcq,11주차 과제
st_05,cl_a1,11,0,21:40,SOLVE,MANUAL,true,180,800,speech_writing,elective,apply,mcq,11주차 과제
st_05,cl_a1,11,1,22:10,SOLVE,MANUAL,true,180,800,media,elective,critic,mcq,11주차 과제
st_05,cl_a1,11,2,22:40,SOLVE,MANUAL,false,180,800,reading,common,fact,mcq,11주차 과제
st_05,cl_a1,11,6,21:00,SUBMIT,MANUAL,,,,,,,,11주차 과제 제출
st_06,cl_a1,0,0,19:10,SOLVE,MANUAL,true,185,800,reading,common,fact,mcq,0주차 과제
st_06,cl_a1,0,1,19:40,SOLVE,MANUAL,true,185,800,reading,common,infer,mcq,0주차 과제
st_06,cl_a1,0,2,20:10,SOLVE,MANUAL,false,185,800,literature,common,infer,mcq,0주차 과제
st_06,cl_a1,0,6,21:00,SUBMIT,MANUAL,,,,,,,,0주차 과제 제출
st_06,cl_a1,1,0,19:10,SOLVE,MANUAL,true,185,800,reading,common,fact,mcq,1주차 과제
st_06,cl_a1,1,1,19:40,SOLVE,MANUAL,true,185,800,reading,common,infer,mcq,1주차 과제
st_06,cl_a1,1,2,20:10,SOLVE,MANUAL,false,185,800,literature,common,infer,mcq,1주차 과제
st_06,cl_a1,1,3,20:40,SOLVE,MANUAL,false,185,800,literature,common,critic,mcq,1주차 과제
st_06,cl_a1,1,6,21:00,SUBMIT,MANUAL,,,,,,,,1주차 과제 제출
st_06,cl_a1,2,0,19:10,SOLVE,MANUAL,true,185,800,reading,common,fact,mcq,2주차 과제
st_06,cl_a1,2,1,19:40,SOLVE,MANUAL,true,185,800,reading,common,infer,mcq,2주차 과제
st_06,cl_a1,2,2,20:10,SOLVE,MANUAL,true,185,800,literature,common,infer,mcq,2주차 과제
st_06,cl_a1,2,3,20:40,SOLVE,MANUAL,true,185,800,literature,common,critic,mcq,2주차 과제
st_06,cl_a1,2,4,21:10,SOLVE,MANUAL,true,185,800,language,elective,concept,mcq,2주차 과제
st_06,cl_a1,2,0,21:40,SOLVE,MANUAL,true,185,800,speech_writing,elective,apply,mcq,2주차 과제
st_06,cl_a1,2,1,22:10,SOLVE,MANUAL,true,185,800,media,elective,critic,mcq,2주차 과제
st_06,cl_a1,2,2,22:40,SOLVE,MANUAL,true,185,800,reading,common,fact,mcq,2주차 과제
st_06,cl_a1,2,3,19:10,SOLVE,MANUAL,true,185,800,reading,common,infer,mcq,2주차 과제
st_06,cl_a1,2,4,19:40,SOLVE,MANUAL,false,185,800,literature,common,infer,mcq,2주차 과제
